LP	source	translation	reference	HUMAN_score	sentBLEU
fi-en	Verkossa julkaistavan päivälehden Mallorca Diarion mukaan tapauksen ilmi antaneet esittivät todisteita poliisien ja Calviàn kaupunginhallituksen virkamiesten harjoittamasta kiristyksestä Mallorcan korruption vastaisen syyttäjän virastossa perjantaina.	The online publication of a daily newspaper, according to the Mallorca dia rio nee affair appears to have presented evidence Calvian police and municipal government officials from countries engaged in blackmail Mallorca against corruption within the Public Prosecutor 's Office on Friday.	According to online daily Mallorca Diario, the claimants presented proof of extortion by policemen and Calvia Town Hall civil servants at the office of Majorca's anti-corruption prosecutor on Friday.	-0.226360664619993	0.0533534
fi-en	Asemakaavamuutoksen avulla kaupunki haluaa mahdollistaa matkailuun liittyvän moottorikelkkailutoiminnan jatkumisen alueella.	The town plan change allows the city wants to allow the continuation of tourism moottorikelkkailutoiminnan area.	Through the change in the local detailed plan, the city wants to make the continuation of the travel-related snowmobile activity in the area possible.	-0.68632539874894	0.178866
fi-en	Näyttelijä Seth Rogen vihastui hakkerille twiitissään: ”Kännykästä varastettujen kuvien julkaiseminen ei eroa millään tavalla varastetun tuotteen myynnistä”.	Seth Robert Robert Tantawy. 'The publication of images images does not differ in any way from the sale of stolen products'.	"Actor Seth Rogen lashed out at the hacker, tweeting: ""Posting pics hacked from a cell phone is really no different than selling stolen merchandise."""	-0.290698206110773	0.0633277
fi-en	Ehkä hän, Kevern, halusi samaa.	Perhaps he, Kevern, wanted the same.	Maybe he, Kevern, did.	-0.197579297707432	0.290715
fi-en	Näin hänen isänsä oli aina tehnyt, ennen kuin ”j”-kirjain ehti karata hänen huuliltaan.	"That his father was always doing nyt before "" j "" -kirjain eht had to escape his lips."	This his father had always done to stifle the letter j before it left his lips.	-0.770172443690019	0.134008
fi-en	Kiinan kansankongressin päätös antaa käytännössä kommunisteille vallan kitkeä pois kaikki ehdokkaat, jotka eivät tottele Pekingiä.	China's National People's Congress, in practice, the decision to give power to the Communists to weed out candidates who do not obey Beijing.	The decision by China's National People's Congress essentially allows Communist leaders to weed out any candidates not loyal to Beijing.	0.439896216518249	0.162994
fi-en	Nailonpaitaan on kudottu hopea-antureita, joista tieto välittyy paidassa olevaan mokkulaan ja sieltä edelleen älypuhelimeen tai taulutietokoneeseen.	Nailonpaita is kudottu Silver - sensors, which the information conveyed in shirt mokkula and there still älypuhelin or taulutietokone.	The nylon shirt has silver sensors knit into it, and from them the data is transmitted to a box which is in the shirt, and from there it goes to a smartphone or to a tablet.	-1.09922387502015	0.0383359
fi-en	Osa Vain elämää -tähdistä esittelyssä kello 17	Part of life - the presentation of the stars at 17	Some of the stars of “It’s Only Life” will be presented at 5 pm	-1.07900787785712	0.178619
fi-en	Trinidad ja Tobagon maajoukkueessa Jones on pelannut 35 ottelua.	Trinidad and Tobago 's national team Jones has pelan nut 35 matches.	He has played 35 matches in the national team of Trinidad and Tobago.	-0.652414975390205	0.172082
fi-en	Palmer, Chuck-sarjan tähti Strahovski ja Sucker Punch -näyttelijä Browning eivät kommentoineet hakkeroituja kuvia eilen.	Palmer, Chuck series Star Strahovski and Sucker Punch actress Browning did not comment on the hacked photos yesterday.	Palmer, Chuck star Strahovski and Sucker Punch actress Browning yesterday had no comment on the hacked pictures.	0.964398493339209	0.470277
fi-en	Apollo sijoitti miljardi dollaria Norwegian Cruise -yhtiöön vuonna 2008.	Apollo invested $1 billion Norwegian Cruise company in 2008.	Apollo made a $1 billion investment in Norwegian Cruise in 2008.	0.761908831727512	0.226032
fi-en	Taistelu oli hyvää, mutta puolustuspelissä ja passipelissä Vampula oli hieman parempi, näki WoVon valmentaja Teemu Mäkikyrö.	The battle was good, but the defense in the game and pass game Vampula was a little better, saw Wovon coach Teemu Mäkikyrö.	The struggle was good, but in the defence play and pass play Vampula was a bit better, said WoVo’s coach Teemu Mäkikyrö.	0.556504615038894	0.218002
fi-en	Ateenan kisoissa suomalaisia oli paikalla tiettävästi yhteensä hiukan yli sata.	The Athens games here on the Finns, was reportedly a total of slightly more than 100.	At the Athens games, as far as it’s known, there were little over hundred Finns present.	-0.257778334576582	0.0851301
fi-en	Päivittäistavaroiden myynti sen sijaan on kasvanut lähes prosentin.	Everyday goods instead, sales have grown by almost 1%. 	The sales of the groceries instead has grown nearly one percent.	0.288331129898909	0.125073
fi-en	Tehdä kaikkea tuota.	To do all of that.	To do all that.	1.19007262336052	0.537285
fi-en	Näkökulma susien ulvontaan (kin): Miten fanimäärän kasvun voi selittää?	The perspective of wolves howling (also): How a fan of the amount of growth can explain?	A viewpoint to wolves’ howling (too): how can you explain the fan group growth?	-0.159201213001481	0.0967265
fi-en	Saaren viranomaiset ovat siitä lähtien yrittäneet hillitä Magalufin lomailijoiden humaltunutta ja kontrolloimatonta käytöstä pienentämällä pahamaineisten, alkoholinkäryisten pub crawlien osanottajamääriä.	Since then, the authorities have been trying to curb the the and uncontrolled use of the Magnus holiday, by reducing the number of participants in the notorious pubs pubs.	Island authorities have since attempted to clamp down on the drunk and disorderly behaviour of Magaluf holiday revellers by minimizing numbers on the notorious alcohol-fuelled bar crawls.	-0.230994456572368	0.0821808
fi-en	Osa tähtistä on alkuillasta median tavattavissa Nelonen Expo -nimeä kantavilla tv-messuilla.	Kneadingtroughs is part of the early evening will be available for media Nelonen Expo - name in pregnant TV trade fair.	Some of the stars are available for media at a TV fair called Nelonen Expo.	-0.950090075731688	0.138178
fi-en	Koko Ukrainassa ei vallitse rauha.	The whole of Ukraine is not at peace.	There is not a peaceful sky over every part of Ukraine.	0.659336199613359	0.155871
fi-en	Intian uusi pääministeri Narendra Modi tapaa japanilaisen kollegansa Shinzo Aben Tokiossa, keskustellakseen talous- ja turvallisuussuhteista, ensimmäisellä merkittävällä ulkomaanvierailullaan toukokuun vaalivoiton jälkeen.	India's new Prime Minister Narendra Modi meets Japanese counterpart Shinzo Abe in Tokyo, to discuss the economic and safety ratio, the first major foreign visit since the election of May.	India's new prime minister, Narendra Modi, is meeting his Japanese counterpart, Shinzo Abe, in Tokyo to discuss economic and security ties, on his first major foreign visit since winning May's election.	0.617074371107986	0.205405
fi-en	Hull pestasi hyökkääjä Hernandezin seuran ennätyssummalla	Hull pestas Hernandez was the aggressor in the club record sum	Hull signed striker Hernandez with a record sum for the club	-0.785639032056254	0.205046
fi-en	Sitä seuraavan vuosikymmenen Henry vietti mainosten, dokumenttien, tv-sarjojen ja elokuvaosien parissa, mutta BBC:ssä vuonna 2008 näytetyn LennyHenry.tv-sarjansa jälkeen hän sanoi itselleen: ”Mitä aiot seuraavaksi, Len – nyt näyttää siltä, että poljet vain paikallasi tai kuljet sivuraiteilla”.	"The subsequent decade Henry spent on commercials, documentaries, TV series and movie parts, but the Lenny Henry Show in 2008 in the BBC TV sarjansa after he told himself: ""What are you going next, Len - now it seems that just dump site or transport side track."""	"Advertisements, documentaries, TV series and parts in films consumed his next decade but after his 2008 BBC series, LennyHenry.tv, he thought: ""What are you going to do next, Len, because it all feels a bit like you're marking time or you're slightly going sideways."""	-0.413013412853017	0.143767
fi-en	Jos he eivät halua ottaa sitä paikkaa ja käyttää mahdollisuutta hyväksi, niin se ei ole minun vikani.	If they don't want to take it to a place and to use the opportunity, so it's not my fault.	If they don’t want to take that position and take advantage of the opportunity, it’s not my fault.	0.513183799823497	0.204659
fi-en	Ilmeisesti ennen minun tuloani on joskus ollut tällainen ajatus, joka on keskusteltu aikanaan terveydenhuollon kanssa.	Apparently, before I came here, I had this idea that has been discussed at the time with health care.	Apparently, before I started here, there has been a such idea, which at that time has been discussed with the healthcare department.	0.5783759715848	0.172806
fi-en	Guardian: Franz Ferdinand ja Mogwai tukevat Skotlannin itsenäisyyttä	The Guardian: Franz Ferdinand and Mogwai support Scottish independence	The Guardian: Franz Ferdinand and Mogwai support Scottish independence	1.29689473048746	1
fi-en	Ensiksi tulemme suojelemaan omia etujamme, talouttamme, sosiaalisektoria, yrityksiämme.	Firstly, we will protect our own interests, our economy, the social sector, our companies.	We will first of all protect our own interests, our economy, our social sphere, our businesses.	1.04267720465859	0.379243
fi-en	Mutta Salin siirsi kaiken kunnian susifaneille - ja teki sen tyylillä:	But Sali transferred all the credit for the wolf fans - and did it style:	But Salin gave all the credit to the wolf fans – and did it with style:	0.689339042197969	0.277052
fi-en	Tämä ele tarkoitti loputonta kärsivällisyyttä.	This gesture meant endless patience.	This was to suggest infinite patience.	0.954665098005893	0.247369
fi-en	Ensimmäinen twiitti sisälsi herjaavan pilakuvan Travisin piiriasianajaja Rosemary Lehmbergistä, joka tuomittiin rattijuopumuksesta huhtikuussa 2013.	Tweet The first contained a defamatory caricature of Travis district attorney Rosemary Lehmberg, who was convicted of drunk driving in April 2013.	The earlier tweet posted an unflattering mock image of Travis County District Attorney Rosemary Lehmberg, who was convicted of drunken driving in April 2013.	0.384683227283181	0.35581
fi-en	Valtaosa palokuolemista tapahtuu asunnoissa.	The vast majority of fire deaths occur in the home.	The fire deaths happen mainly in dwellings.	0.928558674022569	0.188503
fi-en	Jokainen oppilas saa toiveidensa mukaisen aterian, hän toteaa Ylelle.	Each student receives hopes for a meal, she says of the YLE.	Every student can have a meal according to her or his wishes, she says to Yle.	-0.123673872759385	0.111328
fi-en	Rakastan vilpittömästi tätä työtä.	I sincerely love this job.	I'm really loving it.	0.226029867363823	0.229575
fi-en	Omaiset huolestuivat nuorista, jotka eivät olleet palanneet kotiin, ja soittivat poliisille iltakahdeksalta.	The concerns of young people, who had not returned home, and called the police from iltakahdeksalta.	Concerned relatives called police about 8pm when they hadn't returned home.	-0.573887151016632	0.0914783
fi-en	”Se oli jazzpianisti Fats Wallerin kuuluisa laulu”, Kevern kertoi hänelle, ja nosti samalla luonnostaan kaksi sormea suunsa eteen.	'It was jazzpianisti Fats wallerin famous song', Kevern told him, and at the same time nature raised two finger at quiet.	"""It was a popular song by a jazz pianist called Fats Waller,"" he told her, automatically putting two fingers to his lips."	-0.430529929738237	0.0696555
fi-en	Ranskan viranomaiset tiedottivat asiasta sunnuntaina.	French authorities reported on Sunday. 	The French authorities issued a statement about the arrest on Sunday.	-0.384893335913086	0.13608
fi-en	Sattumia tapahtuu.	Coincidences happen.	Coincidences happen.	1.29764276132258	1
fi-en	Silloin kilpailussa pärjäsi tunnetuista henkilöistä tai tapahtumista otetuilla kuvilla.	In the competition at the well-known personalities or events in images. 	At that time, you could made it in the contests with pictures featuring famous persons or events.	-0.369543539980317	0.0785097
fi-en	Suomen kaikkien aikojen suosituin saippuasarja Kauniit ja rohkeat palaa tänään kesätauolta.	Finland's all-time most popular soap opera have beautiful and brave return kesätauolta today.	Finland’s most popular soap opera of all times, “The Bold and the Beautiful”, will be back from the summer pause today.	-0.549317846744683	0.156282
fi-en	Tuhannet israelilaislapset Gazan kaistan alueella palasivat kouluun maanantaina vietettyään kesä pommisuojissa, kun raketit ja kranaatinheittimet pommittivat heidän yhteisöitään 50 päivää kestäneessä Israelin ja Hamasin sodassa ja koulut pysyivät suljettuina alueen toipuessa taisteluista.	Thousands of Israeli children in the Gaza Strip were returning to school on Monday under the summer bomb, when the rockets and mortars were bombed by the rockets and Hamas, and schools remained closed in the recovery of the region.	Thousands of Israeli children in areas near the Gaza Strip went back to school Monday after spending the summer in bomb shelters as rockets and mortars rained on their communities during the 50-day Israel-Hamas war, while schools in Gaza remained shuttered as the territory recovered from the fighting.	-0.0869018382418362	0.172162
fi-en	Kompakteissa kameroissa on LCD-näyttö, jonka avulla voi sommitella kuvaa, kun taas action-kameroissa ei usein ole tätä ominaisuutta.	In kompakteissa cameras on lcd screen, through which can sommitella image, while in often do not have this action - cameras qualities.	Point-and-shoot cameras have LCDs to help you compose photos, while action cams generally don't.	-0.821540663353345	0.0696454
fi-en	Perry leikkasi 7,5 miljoonaa dollaria valtion tukia valtion julkisesta loukkaamattomuudesta vastaavalle yksikölle, joka toimii Travisin piirikunnassa ja hoitaa julkisen sektorin syytöksiä, kun Lehmberg kieltäytyi eroamasta.	Perry has cut $7.5 million in State aid for the government the country's public integrity unit, which operates Travisin in the district of the State and to deal with the public sector's accusations when Lehmberg refused to resign.	Perry cut off $7.5 million in state funds to the state's Public Integrity Unit - which is based in Travis County and prosecutes public corruption in Texas - when Lehmberg refused to resign.	0.146288572770481	0.173409
fi-en	Arevan tiedotteen mukaan projektin viimeaikaiset viivästymiset ovat johtuneet pääosin siitä, että reaktorin automaatiojärjestelmille on haettu hyväksyntää.	Arevan according to the press, the recent delays in the projects are mainly due to the fact that acceptance of the reactors automaatiojärjestelmä has been applied for.	In a statement, Areva says the latest delays in the project are mainly due to the fact that an acceptance for the reactor’s automation systems has been applied for.	-0.196044690477906	0.364488
fi-en	Itkonen pitää kysymystä hyvänä, eikä välttämättä anna vastausta, joka lupaisi kovin hyvää lajeille.	Itkonen, not necessarily a good question to answer, which promised to be very good for the species.	Mr Itkonen thinks it’s a good question, and doesn’t necessarily reply in a way that would be a good sign for those sports.	-1.0520264820149	0.0825598
fi-en	Menneisyys on olemassa, jotta voimme unohtaa sen.	The past is there, so we can forget about it.	The past exists in order that we forget it.	0.679065321846358	0.197294
fi-en	Yritä päästä lähelle kuvattavaa kohdetta.	Try to get close to the subject.	Get close to your subjects.	0.904396943202832	0.244462
fi-en	Jos avaustappio Yhdysvalloille oli odotettu, kuuluu Ukraina taas niihin maihin, joilta Suomen pitäisi ottaa jatkopaikkaan tarvittavia voittoja.	If the opening loss to the United States had been expected, belongs to Ukraine again in those countries, which Finland should continue to take place the necessary profits.	If the opening defeat against US was no surprise, Ukraine is instead one of those countries from which Finland should snatch wins in order to be qualified.	-0.0785328136708816	0.130436
fi-en	Kori- ja lentopallossa pelataan keskimäärin sadoille tai hiukan yli tuhannelle katsojalle.	Basket and air on the ball playing, on average, or slightly more than the hundreds of thousands of viewers.	In average, in basketball and volleyball, the matches are played for hundreds of or little over one thousand spectators.	-0.586499443799917	0.10475
fi-en	Vampula väänsi viiteen erään venyneen ottelun 3-2 voitoksi.	Vampula väänsi five a drawn - out during the match, to the profits 3-2.	Vampula bent the match that had stretched to five sets into a 3-2 win.	-0.835942947730459	0.116333
fi-en	Hernandez iski viime kaudella 14 maalia, kun Palermo voitti Serie B:n ja nousi Italian pääsarjaan.	Hernandez struck 14 touchdowns last season, when Palermo won the Serie B and rose to the majors in Italy.	Hernandez scored 14 goals in the last season, when Palermo won the Serie B and moved up to Italian main series.	0.50797592200368	0.454505
fi-en	Hän olisi voinut sanoa ”Rakastan sinua”, mutta oli vielä liian aikaista sille.	"He would have been able to say nut "" "" I love you, but it was still too early for that."	"He could have said, ""I love you,"" but it was too soon for that."	-0.0485100495826103	0.146105
fi-en	Vain meillä ilmestyvä ote Howard Jacobsonin kiitosta saaneesta uudesta romaanista, joka kertoo rakkaudesta ja j-kirjaimesta	We only appear on Howard Jacob Log received praise from the new novel, which tells the love and j - literally.	Exclusive extract from Howard Jacobson's acclaimed new novel about love and the letter 'J'	-0.508157093538109	0.0944986
fi-en	Lisäksi kaikkien tulisi tarkistaa, että alkusammutusvälineet ovat helposti otettavissa käyttöön.	In addition, should review all that alkusammutusväline are easily, use.	Moreover, everyone should check that the first attack firefighting equipment is easily available.	-1.22543155499887	0.10335
fi-en	E-kirjat	E-books	E-books	1.29410706352899	1
fi-en	Rovaniemen kaupunki haluaa vahvistaa asemakaavalla kelkkaparkkitoiminnan Ystävyydenpuistossa, joka sijaitsee hotelli Pohjanhovin vieressä.	Rovaniemi town wants to strengthen the arms' car park behind the action of the park, which is located next to the hotel Pohjan Court of Appeal.	The city of Rovaniemi wants to confirm with a local detailed plan the sled parking activity in Friendship Park, located next to Hotel Pohjanhovi.	-0.46999031940677	0.114343
fi-en	Pidän näyttelemisestä –	I think the exhibition.	I like being an actor.	-1.28203437679174	0.279826
fi-en	Prestige Cruises, joka toimii niinikään Miamista, seilaa Oceania- ja Regent-brändinimillä, joihin kuuluu yhteensä kahdeksan risteilyalusta, ja reittikartta kattaa Skandinavian, Venäjän, Välimeren, Pohjois-Amerikan, Aasian, Afrikan ja Etelä-Amerikan.	The Prestige Cruises, which is also being driven Oceania, Miami and Regency brändinimillä, which is a total of eight cruise ships, and the route map covers over Scandinavia, Russia, the Mediterranean, of North America, Asia, Africa and South America.	Prestige Cruises, also based in Miami, operates under the Oceania and Regent brands, which together have eight cruise ships traveling to Scandinavia, Russia, the Mediterranean, North America, Asia, Africa and South America.	0.146364539440752	0.269207
fi-en	Eräässä vaiheessa mieleeni tuli ajatus: ”Oho, olet muuttunut”.	"At one point I was thinking of the idea: ""Oho, you have changed""."	"There was one moment where I thought, 'Oh, you've changed."""""	0.546830932020969	0.113594
fi-en	Demokratiaa puolustavan kampanjan takana oli suurelta osin Occupy Central With Love and Peace -liike, jonka järjestäjät ovat uhanneet estää liikemaailman korttelin toiminnan, jos Peking ei myönnä Hongkongille aitoa yleistä äänioikeutta.	Behind the pro-democracy campaign was largely the Occupy Central With Love and Peace Movement, which the organisers have threatened to block the operation of the business on the block, if Beijing does not grant genuine universal suffrage for Hong Kong.	Behind much of the pro-democracy campaign in Hong Kong is the Occupy Central With Love and Peace movement, whose organizers have threatened to shut down the financial district if Beijing does not grant authentic universal suffrage.	0.629940185026585	0.33211
fi-en	Eivät sinun jalkasi varsinaisesti ole suuret.	Did you get your foot in the actual sti are not large.	Your feet specifically, no.	-1.49884984546381	0.0873717
fi-en	Ranska pidätti terrorismista epäillyn miehen Nizzan lentokentällä lauantaina.	France arrested the man suspected of terrorism to Nice airport on Saturday.	France arrested a man suspected of terrorism at the Nice airport on Saturday.	0.915191090860324	0.495188
fi-en	Nastola on vuosikymmenien varrella vaihtelevalla menestyksellä pitänyt urheilussa menestyneitä lahjatonttien avulla kunnassa.	Nastola has over the decades, with varying degrees of success, to have been successful in sport through lahjatontti in municipalities.	Over the decades, with the help of the gift lots, Nastola has managed, sometimes succeeding, sometimes not, to keep successful athletes in the municipality.	-0.20972256418265	0.125775
fi-en	Spek muistuttaa kodin paloturvallisuuden kertaamisesta.	Spek remind to recapitulate the fire safety in their homes.	SPEK reminds about revising the fire safety at home.	0.376662567965928	0.234623
fi-en	Mutta mitä varten menneisyys on sitten olemassa, jos siitä ei oteta opiksi --	But for what the past is there then, if it does not take lessons - - 	But what is the past for if not to learn from it -	0.217858449573487	0.14009
fi-en	Paitsi ehkä isojalkaisten mielestä.	Except perhaps the grandmother think of cephalopods. 	Except maybe to people whose feet are too big.	-0.810431586163192	0.139587
fi-en	Viime vuonna vastaavaan aikaan palokuolemia oli 31.	The corresponding period last year fire deaths was 31.	At the same time last year, the number of the fire deaths was 31.	0.53367166514479	0.235889
fi-en	Kaupunginhallitus on yksimielinen siitä, että säästöjä on saatava aikaan.	City board has agreed unanimously that the savings have to be made.	The city board is unanimous that savings must be achieved.	0.955959150587538	0.130651
fi-en	RP Datan tulokset osoittavat, että asuntojen hinnat nousivat Sydneyssä 16,1 prosenttia ja Melbournessa 11,7 prosenttia edellisenä vuonna.	RP Data results show that house prices in Sydney rose 16.1 percent in Melbourne and 11.7 percent in the previous year.	The RP Data figures show Sydney home prices rose by 16.1 per cent in the past year, while Melbourne's were up by 11.7 per cent.	0.621645434686179	0.0967831
fi-en	Ehkä hän, Kevern, halusi samaa.	Perhaps he, Kevern, wanted the same.	Maybe he, Kevern, did.	-0.188607786412676	0.290715
fi-en	Työntekijät, jotka eivät ilmoittautuneet rekisteriin seuraavan kahden viikon aikana, eivät saisi enää palkkaa, hallituksen tiedotteessa ilmoitettiin.	Employees who are not enrolled in the register during the next two weeks, receive no salary, the government release announced.	Employees who failed to register over the next two weeks would no longer be paid, a government statement said.	0.593537875860996	0.149628
fi-en	Syyttäjien mukaan Stewart ajoi Audi Q3 -autollaan varomattomasti ja aiheutti tytölle vammoja.	According to the public prosecutor, sir Jack Stewart drove the Audi q 3 - unwisely and caused for girls injuries.	Prosecutors said Mr Stewart drove his Audi Q3 without due care and attention and knocked the girl down to her injury.	0.32643905079666	0.0945145
fi-en	Kaikki lapset eivät palaa kouluun Ukrainassa	All children do not return to school in Ukraine	Not all children back to school in Ukraine	0.335054396338776	0.411134
fi-en	Espanjalaishyökkääjä Fernando Torresin lähtö Chelseasta varmistui, mutta korvaaja astui sisään lähes samalla ovenavauksella.	Espanjalaishyökkääjä Fernando Torres Chelsea departure confirmed, but replacement stepped in almost at the same time the door's going to.	It was confirmed that the Spanish striker Fernando Torres will leave Chelsea, but a replacing player entered the club nearly simultaneously.	-0.329933019714833	0.0907202
fi-en	Geoffrey Edelsten on ilmoittanut olevansa pöyristynyt hakkereiden ehkä varastettua hänen kihlattunsa ja Hollywoodin A-listatähden Gabi Greckon alastonkuvia.	Geoffrey Edelstein has declared itself appalled hacker may have stolen his fiancee and the Hollywood A-list star Gabi Grecko nude photos.	Geoffrey Edelsten has vented his disgust at hackers who may have stolen nude images of fiancee Gabi Grecko and a who's who of Hollywood A-listers.	0.409206477709124	0.128952
fi-en	Suomen pelastusalan keskusjärjestön (Spek) mediaseurannan mukaan tähän mennessä paloissa on kuollut jo 55 ihmistä 49 eri palossa.	Finland's rescue, according to the Trade Unions (Spek) mediaseurannan so far, the fires have already killed 55 people 49 different in the fire.	According to the media tracking of the Central Association of Finland’s Emergency Service Sector (SPEK), already 55 people have died in 49 different fires so far.	-0.193388831804248	0.104884
fi-en	Monet Gazan rintaman läheisyydessä sijaitsevan Nahal Ozin yhteisön asukkaista ovat epäileväisiä paluun suhteen palestiinalaisten kranaatin tapettua 4-vuotiaan pojan yhteisössä.	Many of the Gaza Strip near the front of the Nahal Oz 'Community residents are sceptical about the return of the Palestinian grenade killed 4-year-old boy by a policeman in the Community.	Many residents of Nahal Oz, a community close to the Gaza frontier where a 4-year-old boy was killed by a Palestinian mortar shell, are hesitant about coming back.	-0.344198346945244	0.08841
fi-en	Mutta Salin siirsi kaiken kunnian susifaneille - ja teki sen tyylillä:	But the chamber passed all the credit for the Wolves fans - and did it in style:	But Salin gave all the credit to the wolf fans – and did it with style:	0.0459650386161372	0.217715
fi-en	Aatami lähdössä puutarhasta, hän mietti.	Adam leaving the garden, he thought.	Adam leaving the garden, she thought.	0.157857046789605	0.643459
fi-en	Lisäksi kaikkien tulisi tarkistaa, että alkusammutusvälineet ovat helposti otettavissa käyttöön.	Furthermore, everyone should check that the early fire-fighting instruments are easy to use.	Moreover, everyone should check that the first attack firefighting equipment is easily available.	0.374486381449666	0.349876
fi-en	Jos he eivät olisi auttaneet minua, emme olisi välttämättä palanneet takaisin.	If they had not helped me, we would not necessarily be returned back.	If they hadn’t helped me, we wouldn’t have necessarily returned.	0.776548273622068	0.219728
fi-en	Henryllä on Billie-tytär Dawn Frenchin kanssa, ja oman lapsensa kautta hän on pystynyt jakamaan sen rakkauden, joka häneltä itseltään puuttui lapsena.	Henry has billie - with frenchin daughter dawn, and through their own child, he has been able to share its love, which itself was him as children.	Having a daughter of his own, Billie, with Dawn French, enabled him to share the love he missed as a child.	-0.256404404100361	0.075539
fi-en	Se on hyvin vaikeaa –	It is very difficult -	It's very hard.	1.06355140233853	0.273012
fi-en	Rodgersin ollessa 13-vuotias hänelle suoritettiin useita akillesjänteen leikkauksia jalkojen suoristamiseksi. Leikkausten yhteydessä lääkärin lähdettyä huoneesta hän vilkaisi nopeasti tutkimuspapereitaan, joissa sanottiin hänen kärsivän FA-taudista.	About Rodgers is 13 years old and he carried out a series of cuts to the feet of Achilles tendon was born crooked. In surgeries, the doctor left the room, he quickly glanced at its research paper, which was said to be suffering from the FA for his disease.	Rodgers said when she was aged 13, after several operations to release her Achilles tendons and straighten out her feet, she took a peak at her medical notes when her consultant left the room which said that she suffered from FA.	-0.157552075934717	0.047442
fi-en	Eri myyjien vertaaminen kannattaa, minkä vaihtoehdon sitten valitseekin.	A comparison of the various sellers, and then elected for an alternative.	No matter what, shop around.	-0.532023656544783	0.0873717
fi-en	Avausjakson vihjaileva nimi herättää kysymyksiä.	The title of the opening period, insinuations raises questions.	The allusive name of the opening episode raises questions.	0.558922871343854	0.324668
fi-en	”Jos olemme aivan rehellisiä, siinä kaaoksessa”, Esme uskaltautui jatkamaan, ”yksikään yhteiskunnan ryhmä ei voi sanoa käyttäytyneensä hyvin.	""", if we are quite honest, it was in chaos "", Esme dared go to countries, no society "" 's group cannot say he behaved very well."	"""In which, if we are honest with ourselves,"" Esme dared to interject, ""no section of society can claim to have acquitted itself well."	-0.391951801005859	0.110021
fi-en	Koulujen avaus aiheutti iloa ja jännitystä rakettien pommittamissa eteläisen Israelin yhteisöissä, mutta taistelujen jäljet ovat edelleen nähtävissä.	School opening was the joy of bombs and rockets of tension in the southern Israeli communities, but battle scars are still visible.	The start of school brought a sense of joy and excitement to rocket-scarred communities in southern Israel, but the signs of the fighting remained fresh.	-0.249318705748888	0.072265
