LP	source	translation	reference	HUMAN_score
fi-en	Tämä parempi ”glykeeminen kontrolli”, jota parantuneet hemoglobiini A1c -tasot kuvaavat, ei kuitenkaan vähentänyt kuolleisuutta viiden vuoden aikana, kertoo päätutkija tohtori Chih-Cheng Hsu kollegoineen.	"This better ""glycemic control,"" which improved levels of hemoglobin A1c describe, did not reduce mortality rates five years, says principal investigator Dr. Chih Cheng Hsu and his colleagues."	"But this better ""glycemic control"" - as reflected by the improved hemoglobin A1c levels - did not reduce the mortality rate at five years, according to lead researcher Dr. Chih-Cheng Hsu and colleagues."	0.530997804016049
fi-en	Ruotsalaisessa tutkimuksessa todettiin, että laihdutusleikkauksessa käyneillä liikalihavilla oli 29 prosenttia alempi todennäköisyys kuolla 15 vuoden jaksolla, kun heitä verrattiin ryhmään, joka oli kokeillut perinteisempiä hoitokeinoja.	A Swedish study found that bariatric surgery use effect obesity had a 29 percent lower probability of dying 15-year period, when they were compared to a group that had tried more traditional treatments.	In the Swedish study, obese people who had bariatric surgery were about 29 percent less likely to die over 15 years, compared to a group who tried more conventional methods.	0.327217551459491
fi-en	Ruotsalaisessa tutkimuksessa todettiin, että laihdutusleikkauksessa käyneillä liikalihavilla oli 29 prosenttia alempi todennäköisyys kuolla 15 vuoden jaksolla, kun heitä verrattiin ryhmään, joka oli kokeillut perinteisempiä hoitokeinoja.	In the Swedish study, it was found that weight-loss surgery go excess fat was 29 per cent less likely to die in a 15 year period, compared to a group that had tried traditional methods of treatment.	In the Swedish study, obese people who had bariatric surgery were about 29 percent less likely to die over 15 years, compared to a group who tried more conventional methods.	0.283570832704215
fi-en	Et jää paikallesi, vaan haluat liikkua eteenpäin.	You don't go to every place, but I would like to move forward.	You do not remain stationary but want to move forward.	-0.102367595359075
fi-en	Osallistu kilpailuun: Kuinka monta designesinettä tunnistat tästä kodista?	To participate in the competition: how many design-for-all object identified by a reference to this home?	Take part in competition: How many design objects can you recognise from this home?	-0.25538248686998
fi-en	Lana Jeavons-Fellows, Sarah Mackay ja Snezana Markoski saattoivat vahingossa paljastaa, kuka voittaa The Bachelor -sarjan.	Lana Jeavons Fellows and Sarah Mackay, Snezana Markoski could accidentally reveals who will win the Bachelor series.	Lana Jeavons-Fellows, Sarah Mackay and Snezana Markoski may have unwittingly revealed who wins The Bachelor.	0.451776110416387
fi-en	Kantelun mukaan alueella sijaitsee edelleen pysyväisluontoisesti kriisiajan kriittistä infrastruktuuria, joka on puolustusvoimien ja sen yhteistyökumppanin eli Suomen Erillisverkot Oy:n käytössä.	Located in the region, according to the complaint, pysyväisluontoisesti remains a critical infrastructure, which is the armed forces and its partner, in other words, Finland's Oy Erillisverkot's disposal.	The complaint states that there is still permanent infrastructure for time of crisis, and it is still in use by the National Defence Forces and its cooperation partner, State Security Networks Ltd.	-0.677794979842004
fi-en	Mallit eilen Tory Burchin näytöksessä.	The models yesterday, Tory Burch show.	Models yesterday in Tory Burch show.	0.359917830367367
fi-en	Mallit eilen Tory Burchin näytöksessä.	Tory Burch designs yesterday at the screening.	Models yesterday in Tory Burch show.	-0.78329204556764
fi-en	Lyly muistuttaa, että pääministeri Sipilän hallituksen ehdotus yhteiskuntasopimukseksi ei SAK:lle kelvannut.	Wood points out that the Prime Minister Sipilä, the government's proposal for a social contract is not Germany declined.	Lyly reminds people that SAK did not accept Prime Minister Sipilä’s Government’s proposal for social contract.	-0.744416879170376
fi-en	Lyly muistuttaa, että pääministeri Sipilän hallituksen ehdotus yhteiskuntasopimukseksi ei SAK:lle kelvannut.	Lyly recalls that Prime Minister sipilän government proposal for a social contract not to Sak was good enough.	Lyly reminds people that SAK did not accept Prime Minister Sipilä’s Government’s proposal for social contract.	-0.277348522312749
fi-en	Sinänsä ei ole ihme, että ay-liike protestoi.	As such, it is no wonder that the trade unions protested.	It is no wonder that the trade unions are protesting.	0.767417727508334
fi-en	Kyseessä on tarjoilija, joka teeskentelee olevansa asiakkaan puoliso.	It is a waiter who pretends to be the wife of a client.	This is a waiter/waitress, who pretends to be the client’s spouse.	0.703059814331603
fi-en	Vain kuukausi sitten vaikutti siltä, että keskuspankki olisi tässä kuussa nostamassa korkotasoa neljännesprosenttiyksiköllä, siten ottaen ensimmäisen pienen askeleen kohti rahatalouden tilan hidasta kiristämistä, joka varmentaisi Yhdysvaltain elpymisen vakauden.	Only a month ago seemed so this month that the central bank would be raising interest rates by a quarter percentage point, taking the first small step towards the tightening of monetary conditions slow, which would verify the stability of the US recovery.	Just a month ago, the Fed seemed on track to raise the rate by 0.25 percentage point this month, the first small step in a slow tightening of monetary conditions that would validate the strength of the U.S. recovery.	0.221149911304253
fi-en	Express-yksikön tulot olivat paremmat korkeampien perusmaksujen vuoksi, kun taas liikevoittoa rahtitoiminnassa laskivat korkeammat työvoimakulut.	Express-income unit were higher due to higher basic fees, whereas operating profit of cargo operations was lowered by higher labor costs.	The express unit saw higher income because of higher base rates, while income fell in the freight business on higher labor costs.	0.312413952346494
fi-en	Suuri osa oppimastani voidaan tiivistää kahdeksaan yksinkertaiseen sääntöön.	I was a big part of the learning can be summed up in eight simple rules.	Most of what I learned can be distilled into eight simple rules.	0.123912417141359
fi-en	En pysty varmuudella sanomaan, että Richard Glossip on syytön.	I can say with certainty that Richard Gloss ip is innocent.	I cannot say with certainty that Richard Glossip is innocent.	-0.425076401802252
fi-en	4 kuoli poliisin ampuessa kumiluoteja mielenosoittajia vastaan Nepalissa	4 dead in police shooting rubber bullets against demonstrators, Nepal	4 Killed After Police Fire Rubber Bullets at Protesters in Nepal	0.539261440261151
fi-en	Paikalla keskustelutilaisuudessa oli 36 valtuutettua 43:sta.	Present at the forum were 36 delegates from 43.	There were 36 of the 43 delegates present in the discussion gathering.	0.41706132098243
fi-en	Vaikka jotkut republikaanit ovat yrittäneet hilata Donald Trumpia pois kannatuskyselyjen kärkisijalta, se ei ole (vielä) onnistunut.	While some Republicans have tried to hilata Donald Trumpia kannatuskyselyjen kärkisijalta away, it is not (yet) succeeded.	But no matter how some Republicans are trying to drag Donald Trump down from atop the polls, it hasn't worked (yet).	-0.659641971339332
fi-en	Kun republikaaniäänestäjät ajattelevat kuten kommentaattorit, he ovat sitä mieltä, että Trump on todellinen vaihtoehto.	When republikaaniäänestäjät are thinking as commentators, they are of the opinion that the Trump is a real option.	When they put on their pundit hats, Republican voters think Trump is for real.	-0.574216999385871
fi-en	Kun republikaaniäänestäjät ajattelevat kuten kommentaattorit, he ovat sitä mieltä, että Trump on todellinen vaihtoehto.	When Republican voters think as commentators, they are of the opinion that Trump is a genuine alternative.	When they put on their pundit hats, Republican voters think Trump is for real.	0.372742675119744
fi-en	Suomalaisittain mielenkiintoista on myös hinta, alustavasti sen kerrotaan olevan 52 000 euroa.	The price of Suomalaisittain is also interesting, initially it is reported to be 52 000 euros.	What is also of interest to Finns is the price that is provisionally told to be 52,000 euros.	-0.0743831269103561
fi-en	Asiasta ovat kertoneet muun muassa SVT.se ja Dagens Nyheter nettisivuillaan Ruotsin maahanmuuttoviraston mukaan maassa katoaa satoja alaikäisiä hakijoita vuosittain.	There are told, among other things, SVT.se, Dagens Nyheter nettisivuillaan, according to the Swedish Migration Agency, the country lost hundreds of underage applicants each year.	This was reported by for instance SVT.se and Dagens Nyheter on their websites. According to Swedish immigration service, hundreds of underage applicants disappear every year in the country.	-0.234412826499749
fi-en	Muodoiltaan uusi Euroopan muotoilujohtaja Gregory Guillaumen johdolla luotu Sportage on aiempaa pyöreämpi.	Design a new European design director Gregory Guillaume, created by The Age on the steps is more rounder.	The Sportage, created under the direction of the new European Chief Designer Gregory Guillaume, is more rounded in form than earlier.	-0.488203427428078
fi-en	Viimeistään kahden vuoden kuluttua yhtiö maksaa lainan takaisin.	More than two years after the company will pay back the loan.	The company will repay the loan after two years the latest.	-0.244907143884157
fi-en	David Cameronin puolivillainen uudelleenneuvottelustrategiat Britannian pitämiseksi EU:ssa joutuvat päivä päivältä yhä suurempiin ongelmiin, vaikka ei otettaisi huomioon edes sydämellisen Jeremy ”Onko se kyllä vai ei?” Corbynin valintaa työväenpuolueen johtoon tai ammattiyhdistysten keskusjärjestön suuttumisesta Euroopalle tiistaina.	"David Cameron a half-assed uudelleenneuvottelustrategiat British in the EU should be forced from day to day, to a still larger problem, even if not taken into account even heartfelt, Jeremy, ""Is that a yes or a no?"" corbynin selection to the Labour Party or the leadership of the central organization of trade unions angry for Europe on Tuesday."	"David Cameron's half-baked renegotiation strategy for keeping Britain in the EU gets deeper into trouble with every day that passes, even without the election of genial Jeremy ""Is it Yes or No?"" Corbyn to the Labour leadership, or the TUC cutting up rough over Europe on Tuesday."	-0.524265071029462
fi-en	David Cameronin puolivillainen uudelleenneuvottelustrategiat Britannian pitämiseksi EU:ssa joutuvat päivä päivältä yhä suurempiin ongelmiin, vaikka ei otettaisi huomioon edes sydämellisen Jeremy ”Onko se kyllä vai ei?” Corbynin valintaa työväenpuolueen johtoon tai ammattiyhdistysten keskusjärjestön suuttumisesta Euroopalle tiistaina.	"David Cameron's half-hearted renegotiation strategies to keep Britain in the EU are growing by the day's problems, even if it is not to be taken into account even a hearty Jeremy ""Is it yes or no?"" Corbyn's election to the leadership of the Labour Party or the unions' of angry about Europe on Tuesday."	"David Cameron's half-baked renegotiation strategy for keeping Britain in the EU gets deeper into trouble with every day that passes, even without the election of genial Jeremy ""Is it Yes or No?"" Corbyn to the Labour leadership, or the TUC cutting up rough over Europe on Tuesday."	0.157760403003957
fi-en	"Mongoliaan Venäjän delegaatio pääsi mutkitta, joten Naryshkin jatkoi Suomen piikittelyä kehumalla ja kiittelemällä Mongoliaa ""erinomaisesta organisoinnista""."	"Mongolia, the Russian delegation got written off, so Naryshkin went on to the taunting by praising applauded and Mongolia ""excellent organisation."""	The Russian delegation had no problems entering Mongolia, so Naryshkin continued to snipe at Finland by complimenting and acknowledging Mongolia for its “excellent organising”.	-0.455867923408711
fi-en	Sri Lankan asevoimia raportti syyttää kidutuksista, sieppauksista ja järjestelmällisestä seksuaalisesta väkivallasta, jonka uhreina oli yhtä todennäköisesti kuin miehiä kuin naisia.	The report by the Sri Lankan armed forces accused of torture, abductions and systematic sexual violence, whose victims were less likely than men than women.	The report accuses the Sri Lankan security forces of torture, kidnappings and systematic sexual abuse targeted men as likely as women.	0.179294236442911
fi-en	Tiedossa ei ole, oliko rekka mahdollisesti matkalla Suomeen.	It is not known whether the truck might be on his way to Finland.	There is no information whether the truck was possible on its way to Finland.	0.801967039704209
fi-en	Koska Apilan Pallosalama joutui olemaan kevyellä liikunnalla, Pohjola kertoo olevansa myönteisesti yllättynyt hevosen viime juoksusta.	Because Clover Thunderball was forced to be light exercise, Pohjola says that he was pleasantly surprised horse in the last of the race for.	Since Apilan Pallosalama had to be restricted to light exercise, Pohjola says he is positively surprised about the horse’s last run.	-0.509081263298646
fi-en	Roope on julkaisi jo eilen Instagramissa kuvan uudesta lookistaan, jonka hän on joutunut toteuttamaan elokuvaa varten.	Scrooge has already published yesterday in the new image look instagramissa, which he has had to take the film for.	Already yesterday Roope posted an image of his new look for the film to Instagram.	-0.505228903643411
fi-en	Kaupan sisältä löytyvä ruokakoju (hyvä, halpa) on kassojen lähellä, ja sieltä löytyy useita noutoruokavaihtoehtoja.	Trade inside the food court (good, cheap) is close to the unions, and there's a lot of takeout options.	The store's indoor food stall (good, inexpensive) is near the registers, and has various takeout options.	0.0679868521245074
fi-en	Kaupan sisältä löytyvä ruokakoju (hyvä, halpa) on kassojen lähellä, ja sieltä löytyy useita noutoruokavaihtoehtoja.	Trade found inside food stalls (good, cheap) is close to the unions, and there are several nouto food options.	The store's indoor food stall (good, inexpensive) is near the registers, and has various takeout options.	-0.746850167173413
fi-en	Palomiesten lakko oli yksi 1990-luvun pisimpiä, ellei pisin valtakunnallinen lakko.	Firefighters' strike was one of the longest in the 1990s, if not the longest strike in the valtakunnallinen.	The firemen strike was one of the longest, if not the longest, national strike in the 1990s.	0.128624129805534
fi-en	Lyhyen aikavälin korot ovat korkealla, tuottokäyrä on tasaisempi, luottomarginaalit ovat kasvaneet ja epävakaisuus on kasvanut - kaikki nämä ovat ominaisia markkinoille silloin, kun keskuspankki on tiukentanut linjaustaan.	Short-term interest rates are still high, the yield curve has been steady, and credit margins have increased and volatility has risen - all of that is characteristic of the market at a time when the central bank has tightened its guidelines.	Short-term interest rates are up, the yield curve is flatter, credit spreads have widened and volatility has increased - all characteristics of the market when the Fed tightens policy.	0.554916521542322
fi-en	Hewlett-Packard on varautunut leikkaamaan 25 000-30 000 työpaikkaa osana sen uudelleenjärjestely- ja kululeikkauspyrkimyksiään yrityspalveluliiketoiminnassa.	Hewlett-Packard is prepared to cut 25,000 to 30,000 jobs as part of its restructuring and cost cutting efforts to yrityspalvelu business.	Hewlett-Packard expects to cut 25,000 to 30,000 jobs as part of its restructuring and cost-saving efforts at it enterprise services business.	0.126946603240056
fi-en	Kannattaa varmistaa, että puhelin on ladattu tai laturin lähellä päivityksen aikana, ettei akku lopu kesken.	Support to ensure that the telephone is downloaded, or during an update near the charger, battery does not stop in the middle.	It's worth ensuring that your phone is charged or near a charger while the update happens, so that it doesn't run out of battery.	-0.492328928627455
fi-en	Viikonlopun valioliigapelissä loukkaantunut Aguero tuli kentälle vasta viimeisellä kymmenminuuttisella.	This weekend's Premiership game, injured Aguero came on the field until the last ten minutes.	Aguero picked up an injury in the weekend’s Premier League game, and did not make an appearance until the final ten minutes.	-0.414761202973022
fi-en	Mitä @juhasipila pelkää?	@ juhasipila fear?	What is @juhasipila afraid of?	-0.261831299228674
fi-en	Mitä @juhasipila pelkää?	What @ juhasipila is afraid of?	What is @juhasipila afraid of?	0.762298495841655
fi-en	Rautatientorille johtavat tiet suljetaan moottoriajoneuvoilta noin kello 9.30-14 väliseksi ajaksi.	Rail roads leading to the square are closed to motor vehicles around 9.30 a.m. to 14 for the period.	The streets leading to Railway Square are closed from motorised vehicles between about 9.30-14.	-0.0534374304621698
fi-en	Rautatientorille johtavat tiet suljetaan moottoriajoneuvoilta noin kello 9.30-14 väliseksi ajaksi.	Railroad will lead to the roads are closed at about 9.30-14 motor vehicles for the period.	The streets leading to Railway Square are closed from motorised vehicles between about 9.30-14.	-0.489672029720905
fi-en	Dons kasvatti johtoaan Celticiin viiteen pisteeseen	Dons increased their lead to five points at Celtic	Dons stretch lead over Celtic to five points	0.238524454557708
fi-en	Hän kertoi pitäneensä hallitukseen yhteyttä ja laativansa pääministeri Juha Sipilän (kesk) vaatimaa vaihtoehtoista esitystä viiden prosentin tuottavuusloikaksi.	He kept his connection to the government and to create an alternative proposal by Prime Minister Juha Sipilän - us - 5% productivity loikaksi.	He told he had been in contact with the Government and was drafting an alternative proposal for the five per cent productivity leap required by Prime Minister Juha Sipilä (Centre).	-0.684520387302473
fi-en	Kysyttäessä demokraattiäänestäjiltä kenet he valitsisivat toiseksi puolueen nimitykseen, Biden on suosituin valinta.	Demokraattiäänestäjiltä when asked who they would choose the second, the party's nomination, Biden is the most popular choice.	When Democratic primary voters are asked who would be their second choice for the party's nomination, Biden is the top pick.	-0.281237894213981
fi-en	Siuntiolainen Bengtström katsoo, että valtion junaleikkuri on lyhytnäköistä toimintaa.	Siuntiolainen Bengtström believes that the operation of the state's junaleikkuri is shortsighted.	Siuntio resident Bengström sees the state's train cuts as short-sighted solution.	-0.404437880183374
fi-en	Hän on pitänyt kielensä kurissa vakoojaväitösten suhteen puolentoista vuoden ajan, eikä halunnut, että ”se näyttäisi kateudelta”.	"He has kept his tongue in check with the spy got a year and a half, and didn't want that, ""it would envy."""	"He had bitten his tongue about the spy allegations for 18 months and didn't want it ""to look like sour grapes."""	-0.193394727150178
fi-en	He pääsivät yli vahingoittamalla aitaa, ovat nyt poliisin vangitsemina, ja heitä syytetään uusissa laeissa määritellyistä rikkomuksista.	They get over this by damaging the fence, are now in police custody, and they are accused of in the new laws defined violations.	They got across by damaging the fence, are now in police custody and are being charged with committing offenses under the new laws.	0.143437554368105
fi-en	He pääsivät yli vahingoittamalla aitaa, ovat nyt poliisin vangitsemina, ja heitä syytetään uusissa laeissa määritellyistä rikkomuksista.	They got over the fence, damaging, are now captured by the police, and they are accused of offenses specified in the new law.	They got across by damaging the fence, are now in police custody and are being charged with committing offenses under the new laws.	0.327962819732302
fi-en	British Medical Journaliin (BMJ) kirjoittavat asiantuntijat yhtyivät Lancetiin kritisoiden Public Health Englandin (PHE) käyttämää todistusaineistoa raportissaan sähkötupakasta.	The British Medical Journal (BMJ), the experts write joined Lancey, was criticized by Public Health England (E) evidence used in electronic cigarettes.	Experts writing in the British Medical Journal (BMJ) joined the Lancet in criticising the evidence used by Public Health England (PHE) in its report on e-cigarettes.	-0.222460099409029
fi-en	British Medical Journaliin (BMJ) kirjoittavat asiantuntijat yhtyivät Lancetiin kritisoiden Public Health Englandin (PHE) käyttämää todistusaineistoa raportissaan sähkötupakasta.	The British Medical working for the Journal ( BMJ) write experts shared the Lancet criticizing Public Health England ( PHE) used by the evidence in its report, electric tobacco.	Experts writing in the British Medical Journal (BMJ) joined the Lancet in criticising the evidence used by Public Health England (PHE) in its report on e-cigarettes.	-0.435427318722039
fi-en	Brasilian lastentautijärjestö SPRS on keksinyt shokeeraavan tavan yrittää saada naisia ymmärtämään hyvän ravinnon merkitys imetysaikana julkaisemalla kuvia vauvoista imemässä rintoja, joihin on maalattu kuvauksia epäterveellisestä ruoasta.	Brazilian pediatrics organization SPRS has invented a shocking way to try to get women to understand the importance of good nutrition during lactation by publishing pictures of babies sucking the breasts, which are painted with depictions unhealthy food.	Brazilian pediatric organization SPRS has come up with a shocking way to try and get women to understand the importance of good nutrition while breastfeeding, by featuring images of babies suckling from breasts painted with depictions of unhealthy food.	0.823528239438573
fi-en	Favor Hamilton oli 43-vuotias äiti kun hän ryhtyi prostituoiduksi Las Vegasissa.	Favor Hamilton was 43 years old when his mother took a prostitute in Las Vegas.	Favor Hamilton was 43 years old when she became a prostitute in Las Vegas.	-0.307063992377976
fi-en	Ollaan järjestöjen toimista mitä mieltä tahansa, niin se on pötyä, että perjantain mielenilmaisu jotenkin pysäyttäisi Suomen.	There are organisations actions whatever the view, so it is nonsense, on Friday that somehow would stop the protests.	Whatever the opinion on the organisers’ actions, the idea that the demonstration on Friday would somehow stop Finland is nonsense.	-0.243083375370905
fi-en	Keskiviikkona kirjoitettiin myös jonkin verran pitkää venäjää (168 oppilasta), saksaa (124), ranskaa (52) ja espanjaa (27).	Wednesday also signed some long Russian (168 students), German (124) French (52) and Spanish (27).	There were also some who took part in tests for advanced Russian (168 candidates), German (124), French (52) and Spanish (27).	-0.602312024850422
fi-en	Lyth valittiin seitsemän kertaa maajoukkueeseen, kuten Sam Robson ennen häntä, kun taas Nick Compton valittiin yhdeksästi.	Lyth was elected seven times to the national team, such as Sam Robson before him, while Nick Compton was selected nine times out of.	Lyth got seven caps - like Sam Robson before him - while Nick Compton got nine.	0.356449941192907
fi-en	Länsimaat torjuivat yli kolme vuotta sitten Venäjän tarjouksen, jolla Syyrian presidentti Bashar al-Assad olisi saatu luopumaan vallasta, kertoo presidentti Martti Ahtisaari Guardianille.	Western countries rejected the more than three years ago, Russia's bid to Syrian President Bashar al-Assad would have been to abdicate, says President Martti Ahtisaari Guardian.	More than three years ago the West ignored Russian offer to have Syrian President Bashar al-Assad to give up power, says President Martti Ahtisaari for the Guardian.	-0.00445522887975883
fi-en	Sarjan viimeisessä jaksossa kaksi miestä, Caldiero sekä kameramies Geoff Britten, selvisivät viimeiselle kierrokselle.	A series of the final section of the two men, both Caldiero cameraman Geoff Britten, survived the final round.	During the season finale, two men, Caldiero and cameraman Geoff Britten, made it to the final round.	-0.0460847648615108
fi-en	Tigersin sijaislyöjä Victor Martinez osui kolmesti ja mahdollisti kaksi juoksua, jotka olivat hänen ensimmäiset lyödyt juoksunsa elokuun puolenvälin jälkeen.	Tigers sijaislyöjä Victor Martinez hit a three and allowed two runs, which were his first minted her season after the middle of August.	Tigers designated hitter Victor Martinez had three hits and drove in two runs, his first RBIs since mid-August.	-0.847741718819863
fi-en	Pidän miehestä.	I like the president.	I like the guy.	-0.924571213462479
fi-en	Eivätkä strategit latista tunnelmaa vain finanssimarkkinoiden varoitusmerkeillä, vaan lisäksi he huomauttavat, että edes Yhdysvaltain talous ei ole vielä toipunut finanssikriisistä ja vuosikymmeniin raskaimmasta taantumasta siihen malliin kuin aiemmin on käynyt.	And not strategists downer only financial market warning signs, but in addition, they pointed out that even the Us economy has not yet recovered from the financial crisis and decades of heavy from the recession in that model than in the past.	And the strategists are killing the mood not only with the warning signs of financial markets, but also by noting that not even the United States’ economy has recovered yet from the financial crisis and the heaviest recession in decades like it earlier has.	-0.356316527229778
fi-en	Virhemarginaali tutkimuksessa, johon osallistui 351 demokraattiäänestäjää, on 6 prosenttiyksikköä.	The margin of error in a study involving 351 Democratic voters, is 6 percentage points.	The margin of error for the sample of 351 Democratic primary voters is 6 percentage points.	0.904496990039403
fi-en	Et voi koskaan tietää, kuinka paljon ystävyytesi voi merkitä.	We can never know how much your friendship may mean.	You never know what difference your friendship could make.	0.626706776745144
fi-en	Kujala arvioi, että pahin liikennesumppu ulottuu Hakaniemen tasolta ydinkeskustaan.	Kujala estimates that the worst liikennesumppu stretches from Hakaniemen ydinkeskustaan.	Kujala estimates that the worst traffic jam stretches from Hakaniemi to the nuclear centre.	-1.06991768717516
fi-en	Hassua, kuinka tämä aina tulee puheeksi tähän aikaan vuodesta.	It's funny how it always comes up at this time of year.	It's funny how this always comes up at this time of year.	1.15636078669533
