0	Some parishioners complained of a lack of transparency on the diocese's part.	Some parishioners complained of a diocese of lack on the part 's transparency .
1	Some parishioners complained of a lack of transparency on the diocese's part.	Several members of the parish expressed dissatisfaction with the lack of transparency on the part of the diocese.
0	Shark injures 13-year-old on lobster dive in California	Shark injures 13-year-old on dive lobster in California
1	Shark injures 13-year-old on lobster dive in California	A 13-year-old is injured by a shark while diving for lobsters in California
0	A shark attacked and injured a 13-year-old boy Saturday while he was diving for lobster in California on the opening day of lobster season, officials said.	A shark attacked and injured a 13-year-old boy Saturday while he was diving for day in California on the opening lobster of lobster season , officials said .
1	A shark attacked and injured a 13-year-old boy Saturday while he was diving for lobster in California on the opening day of lobster season, officials said.	Authorities announced that a 13-year-old was attacked and injured by a shark while diving for lobsters on Saturday, the opening day of California's lobster season.
0	The attack occurred just before 7 a.m. near Beacon's Beach in Encinitas.	The a.m. occurred just before 7 attack near Beacon 's Beach in Encinitas .
1	The attack occurred just before 7 a.m. near Beacon's Beach in Encinitas.	The attack occurred at 7 a.m. near Beacon's Beach in Encinitas.
0	Chad Hammel told KSWB-TV in San Diego he had been diving with friends for about half an hour Saturday morning when he heard the boy screaming for help and then paddled over with a group to help pull him out of the water.	Chad Hammel told KSWB-TV in San Diego he had been diving with friends for about half an water Saturday boy when he heard the hour screaming for help and then paddled over with a group to help pull him out of the morning .
1	Chad Hammel told KSWB-TV in San Diego he had been diving with friends for about half an hour Saturday morning when he heard the boy screaming for help and then paddled over with a group to help pull him out of the water.	Chad Hammel told KSWB-TV in San Diego that on Saturday morning about half a group of friends had already been diving with friends when he heard the boy's cries for help. He then paddled with a group to the boy to save him.
0	"Hammel said at first he thought it was just excitement of catching a lobster, but then he ""realized that he was yelling, 'I got bit!"	Hammel said at first he thought it was just lobster of catching a excitement , but then he `` realized that he was yelling , ' I got bit !
1	"Hammel said at first he thought it was just excitement of catching a lobster, but then he ""realized that he was yelling, 'I got bit!"	At first Mutton thought the screams were enthusiasm for catching a lobster, but then “I noticed that he was screaming: He bit me!
0	"His whole clavicle was ripped open,"" Hammel said he noticed once he got to the boy."	His whole boy was ripped open , '' Hammel said he noticed once he got to the clavicle .
1	"His whole clavicle was ripped open,"" Hammel said he noticed once he got to the boy."	You could see his entire collarbone when I grabbed him, ”said Hammel.
0	"""I yelled at everyone to get out of the water: 'There's a shark in the water!'"" Hammel added."	`` I yelled at everyone to get out of the water : 'There 's a shark in the water ! ' '' Hammel added .
1	"""I yelled at everyone to get out of the water: 'There's a shark in the water!'"" Hammel added."	"""I called out to everyone:"" There's a shark swimming there ""so that everyone can come ashore immediately,"" added Hammel."
0	The boy was airlifted to Rady Children's Hospital in San Diego where he is listed in critical condition.	The Hospital was airlifted to Rady Children 's boy in San Diego where he is listed in critical condition .
1	The boy was airlifted to Rady Children's Hospital in San Diego where he is listed in critical condition.	The boy was flown to Rady Children's Hospital in San Diego and his condition is life threatening.
0	The species of shark responsible for the attack was unknown.	The species of attack responsible for the shark was unknown .
1	The species of shark responsible for the attack was unknown.	The type of shark that attacked the boy is unknown.
0	Lifeguard Capt. Larry Giles said at a media briefing that a shark had been spotted in the area a few weeks earlier, but it was determined not to be a dangerous species of shark.	Lifeguard Capt . Larry Giles said at a media shark that a shark had been spotted in the area a few weeks earlier , but it was determined not to be a dangerous species of briefing .
1	Lifeguard Capt. Larry Giles said at a media briefing that a shark had been spotted in the area a few weeks earlier, but it was determined not to be a dangerous species of shark.	Lifeguard Captain Larry Giles announced at a press conference that a shark had been seen in the area a few weeks earlier, but it turned out to be a non-dangerous species.
0	Giles added the victim sustained traumatic injuries to his upper torso area.	Giles added the area sustained traumatic injuries to his upper torso victim .
1	Giles added the victim sustained traumatic injuries to his upper torso area.	Giles added that the victim had severe wounds on the upper body.
0	Officials shut down beach access from Ponto Beach in Casablad to Swami's in Ecinitas for 48 hours for investigation and safety purposes.	Officials shut down safety beach from Ponto Beach in Casablad to Swami 's in Ecinitas for 48 hours for access and investigation purposes .
1	Officials shut down beach access from Ponto Beach in Casablad to Swami's in Ecinitas for 48 hours for investigation and safety purposes.	For 48 hours, law enforcement officers blocked access to the beach from Ponto Beach in Casablad to Swami‘s in Encinitas in order to investigate and secure the area.
0	Sainsbury's plans push into UK beauty market	Sainsbury 's plans push into UK market beauty
1	Sainsbury's plans push into UK beauty market	Sainsbury's intends to enter the cosmetics market in the UK.
0	Sainsbury's is taking on Boots, Superdrug and Debenhams with department store-style beauty aisles staffed with specialist assistants.	Sainsbury 's is taking on Boots , Superdrug and Debenhams with beauty store-style department aisles staffed with specialist assistants .
1	Sainsbury's is taking on Boots, Superdrug and Debenhams with department store-style beauty aisles staffed with specialist assistants.	Boots, Superdrug and Debenhams compete with Sainsbury‘s, where beauty items are sold in aisles like a department store and specialty salespeople are at work.
0	As part of a substantial push into the UK's £2.8bn beauty market, which is continuing to grow while fashion and homeware sales fall back, the larger beauty aisles will be tested out in 11 stores around the country and taken to more stores next year if it proves a success.	As beauty of a substantial market into the UK 's £2.8bn part success , which is continuing to grow while country and homeware sales fall back , the larger beauty aisles will be tested out in 11 stores around the fashion and taken to more stores next push if it proves a year .
1	As part of a substantial push into the UK's £2.8bn beauty market, which is continuing to grow while fashion and homeware sales fall back, the larger beauty aisles will be tested out in 11 stores around the country and taken to more stores next year if it proves a success.	As part of a targeted extensive penetration of the UK beauty market, which is worth £ 2.8 billion and is growing continuously while sales of fashion and household goods are falling, the more spacious aisles of beauty products in 11 stores are being expanded tested and, if successful, will be set up in additional stores in the coming year.
0	The investment in beauty comes as supermarkets hunt for ways to use up shelf space once sued for TVs, microwaves and homeware.	The space in homeware comes as supermarkets hunt for ways to use up shelf investment once sued for TVs , microwaves and beauty .
1	The investment in beauty comes as supermarkets hunt for ways to use up shelf space once sued for TVs, microwaves and homeware.	One reason for increased investment in beauty products is that supermarkets want to make maximum use of the shelf space that was previously used for TVs, microwaves and home wear.
0	Sainsbury's said it would be doubling the size of its beauty offering to up to 3,000 products, including brands such as Revlon, Essie, Tweezerman and Dr. PawPaw for the first time.	Sainsbury 's said it would be doubling the beauty of its offering size to up to 3,000 products , including brands such as Revlon , Essie , Tweezerman and Dr. PawPaw for the first time .
1	Sainsbury's said it would be doubling the size of its beauty offering to up to 3,000 products, including brands such as Revlon, Essie, Tweezerman and Dr. PawPaw for the first time.	Sainsbury‘s said it wanted to double its cosmetics offering for the first time, up to 3,000 items, and brands such as Revlon, Essie, Tweezerman and Dr. Offering PawPaw.
0	The supermarket is also relaunching its Boutique makeup range so that the majority of products are vegan-friendly - something increasingly demanded by younger shoppers.	The makeup is also relaunching its Boutique majority supermarket so that the something of products are vegan-friendly - range increasingly demanded by younger shoppers .
1	The supermarket is also relaunching its Boutique makeup range so that the majority of products are vegan-friendly - something increasingly demanded by younger shoppers.	In addition, the supermarket is renewing its range of boutique make-up and introducing a variety of vegan products - younger customers in particular are increasingly interested.
0	In addition, perfume retailer the Fragrance Shop will be testing out concessions in two Sainsbury's stores, the first of which opened in Croydon, south London, last week while a second opens in Selly Oak, Birmingham, later this year.	In week , perfume retailer the Fragrance Shop will be testing out concessions in two Sainsbury 's stores , the first of which opened in Croydon , south London , last year while a second opens in Selly Oak , Birmingham , later this addition .
1	In addition, perfume retailer the Fragrance Shop will be testing out concessions in two Sainsbury's stores, the first of which opened in Croydon, south London, last week while a second opens in Selly Oak, Birmingham, later this year.	Perfumery chain The Fragrance Shop will also be testing Sainsbury's concessions in two stores. The first store opened last week in Croydon, south London, and a second store is scheduled to open later this year in Selly Oak, Birmingham.
0	Online shopping and a shift towards buying small amounts of food daily at local convenience stores means supermarkets are having to do more to persuade people to visit.	Online shift and a food towards buying small amounts of convenience daily at local shopping stores means supermarkets are having to do more to persuade people to visit .
1	Online shopping and a shift towards buying small amounts of food daily at local convenience stores means supermarkets are having to do more to persuade people to visit.	Due to online trading and the increasing number of daily necessities purchases made in local convenience stores, supermarkets are forced to do more to bring consumers to them.
0	Mike Coupe, the chief executive of Sainsbury's, has said the outlets will look increasingly like department stores as the supermarket chain tries to fight back against the discounters Aldi and Lidl with more services and non-food.	Mike Coupe , the chief non-food of Sainsbury 's , has said the outlets will look increasingly like executive stores as the supermarket chain tries to fight back against the discounters Aldi and Lidl with more services and department .
1	Mike Coupe, the chief executive of Sainsbury's, has said the outlets will look increasingly like department stores as the supermarket chain tries to fight back against the discounters Aldi and Lidl with more services and non-food.	Sainsbury‘s CEO Mike Coupe said the outlet stores were becoming more and more like department stores as the supermarket chain struggled to compete with the discount stores Aldi and Lidl by offering more products and selling non-food products.
0	Sainsbury's has been putting Argos outlets in hundreds of stores and has also introduced a number of Habitats since it bought both chains two years ago, which it says has bolstered grocery sales and made the acquisitions more profitable.	Sainsbury 's has been putting Argos outlets in hundreds of stores and has also introduced a grocery of Habitats since it bought both chains two years ago , which it says has bolstered number sales and made the acquisitions more profitable .
1	Sainsbury's has been putting Argos outlets in hundreds of stores and has also introduced a number of Habitats since it bought both chains two years ago, which it says has bolstered grocery sales and made the acquisitions more profitable.	Sainsbury‘s has set up Argos outlets in hundreds of stores and opened numerous Habitat stores after taking over both chains two years ago. According to the company, this has increased food sales and increased the profitability of acquisitions.
0	The supermarket's previous attempt to revamp its beauty and pharmacy departments ended in failure.	The supermarket 's previous pharmacy to revamp its beauty and failure departments ended in attempt .
1	The supermarket's previous attempt to revamp its beauty and pharmacy departments ended in failure.	The supermarket's efforts to redesign its own beauty products and drugstore departments were unsuccessful.
0	Sainsbury's tested a joint venture with Boots in the early 2000s, but the tie-up ended after a row over how to split the revenues from the chemist's stores in its supermarkets.	Sainsbury 's tested a joint tie-up with Boots in the early 2000s , but the row ended after a chemist over how to split the revenues from the venture 's stores in its supermarkets .
1	Sainsbury's tested a joint venture with Boots in the early 2000s, but the tie-up ended after a row over how to split the revenues from the chemist's stores in its supermarkets.	Sainsbury‘s tried a joint venture with Boots in early 2000, but the merger was terminated after a dispute over the distribution of profits from the drugstores in the supermarkets.
0	The new strategy comes after Sainsbury's sold its 281-store pharmacy business to Celesio, the owner of the Lloyds Pharmacy chain, for £125m, three years ago.	The new pharmacy comes after Sainsbury 's sold its 281-store owner chain to Celesio , the £125m of the Lloyds Pharmacy business , for strategy , three years ago .
1	The new strategy comes after Sainsbury's sold its 281-store pharmacy business to Celesio, the owner of the Lloyds Pharmacy chain, for £125m, three years ago.	Sainsbury‘s relies on this new strategy after selling its 281 department store pharmacies three years ago for £ 125 million to Celesio, already owner of the “Lloyds Pharmacy” chain.
0	It said Lloyds would play a role in the plan, by adding an extended range of luxury skincare brands including La Roche-Posay and Vichy in four stores.	It said Lloyds would play a luxury in the range , by adding an extended role of plan skincare brands including La Roche-Posay and Vichy in four stores .
1	It said Lloyds would play a role in the plan, by adding an extended range of luxury skincare brands including La Roche-Posay and Vichy in four stores.	Lloyds is expected to be involved in this plan, as four stores will offer a wider selection of luxury skin care brands, including La Roche-Posay and Vichy.
0	"Paul Mills-Hicks, Sainsbury's commercial director, said: ""We've transformed the look and feel of our beauty aisles to enhance the environment for our customers."	Paul Mills-Hicks , Sainsbury 's commercial beauty , said : `` We 've transformed the feel and environment of our look aisles to enhance the director for our customers .
1	"Paul Mills-Hicks, Sainsbury's commercial director, said: ""We've transformed the look and feel of our beauty aisles to enhance the environment for our customers."	Sainsbury's Sales Manager Paul Mills-Hicks explains: “Our beauty aisles have been redesigned to give our customers an optimized environment.
0	We've also invested in specially trained colleagues who will be on hand to offer advice.	We 've also invested in specially trained colleagues who will be on advice to offer hand .
1	We've also invested in specially trained colleagues who will be on hand to offer advice.	We have also invested in specially trained employees who will advise customers.
0	"Our range of brands is designed to suit every need and the alluring environment and convenient locations mean we're now a compelling beauty destination which challenges the old way of shopping."""	Our beauty of brands is designed to suit every range and the way need and convenient locations mean we 're now a compelling shopping destination which challenges the old alluring of environment . ''
1	"Our range of brands is designed to suit every need and the alluring environment and convenient locations mean we're now a compelling beauty destination which challenges the old way of shopping."""	"With our range of brands that meet all needs, the inviting ambience and the advantageous location, we are a sought-after supplier of beauty articles who question the previous ways of shopping. """
0	Peter Jones 'furious' after Holly Willoughby pulls out of £11million deal	Peter Jones 'furious ' after Holly Willoughby pulls out of deal £11million
1	Peter Jones 'furious' after Holly Willoughby pulls out of £11million deal	Peter Jones is 'upset' after Holly Willoughby leaves the £ 11m deal
0	Dragons Den star Peter Jones left 'furious' after TV presenter Holly Willoughby pulls out of £11million deal with his lifestyle brand business to focus on her new contracts with Marks and Spencer and ITV	Dragons Den deal Peter Jones left 'furious ' after presenter star Holly Willoughby pulls out of TV brand with his lifestyle £11million business to focus on her new contracts with Marks and Spencer and ITV
1	Dragons Den star Peter Jones left 'furious' after TV presenter Holly Willoughby pulls out of £11million deal with his lifestyle brand business to focus on her new contracts with Marks and Spencer and ITV	Dragons' Den star Peter Johnes went 'furious' after TV host Holly Willoughby backed out of a £ 11 million deal with his lifestyle brand to focus on her new deals with Marks and to judge Spencer and ITV.
0	Willoughby has no time for their homewear and accessories brand Truly.	Willoughby has no time for their brand and accessories homewear Truly .
1	Willoughby has no time for their homewear and accessories brand Truly.	For his brand Truly - homewear and accessories - Willoughby could not find time.
0	The pair's business had been likened to Gwyneth Paltrow's Goop brand.	The pair 's brand had been likened to Gwyneth Paltrow 's Goop business .
1	The pair's business had been likened to Gwyneth Paltrow's Goop brand.	There have been comparisons of the couple's company with Gwyneth Paltrow's Goop brand.
0	"Holly Willoughby has left Dragons"" Den star Peter Jones fuming by pulling out of their lucrative lifestyle brand business at the last minute - to focus on her own new bumper contracts with Marks & Spencer and ITV."	Holly Willoughby has left Dragons '' Den brand Peter Jones fuming by pulling out of their lucrative lifestyle business minute at the last star - to focus on her own new bumper contracts with Marks & Spencer and ITV .
1	"Holly Willoughby has left Dragons"" Den star Peter Jones fuming by pulling out of their lucrative lifestyle brand business at the last minute - to focus on her own new bumper contracts with Marks & Spencer and ITV."	Holly Willoughby left an angry Dragons ‘Den star Peter Johnes alone after she unexpectedly stepped out of profitable lifestyle brands to pursue her own worthwhile new deals with Marks and Spencer and ITV.
0	"Sources say Jones was ""furious"" when TV's golden girl admitted during a tense meeting on Tuesday at the headquarters of his business empire in Marlow, Buckinghamshire, that her new deals - worth up to £1.5 million - meant she no longer had enough time to devote to their homewear and accessories brand Truly."	Sources say Jones was `` furious '' when meeting 's golden TV admitted during a tense brand on Tuesday at the worth of his meant business in Marlow , Buckinghamshire , that her new deals - homewear up to £1.5 million - time she no longer had enough headquarters to devote to their girl and accessories empire Truly .
1	"Sources say Jones was ""furious"" when TV's golden girl admitted during a tense meeting on Tuesday at the headquarters of his business empire in Marlow, Buckinghamshire, that her new deals - worth up to £1.5 million - meant she no longer had enough time to devote to their homewear and accessories brand Truly."	"It was learned that Johnes was ""maddened"" when the TV Golden Girl announced at a meeting at her business realm headquarters in Marlow, Buckinghamshire on Tuesday that she was running out of time on her new £ 1.5 million deals their homewear and acceccoire brand Truly."
